Bird, MEX, f7f95e98-e391-4ecf-8af7-5dfeb1686857, 51, 6320, No update data, 9g3qx27xe5yw
Bird, MEX, 074fc776-c4ca-427e-85b4-0d7770c5efe1, 74, 10521, No update data, 9g3qx0exve8y
Bird, MEX, 91d63f85-ed48-4b2d-9ea2-fd2fc02c9978, 74, 10521, No update data, 9g3qrwb0nj96
Bird, MEX, eb7ec5bc-ae5c-44a2-8886-75430d8db0fa, 82, 11218, No update data, 9g3qx0g8hu9p
Bird, MEX, 148956ad-d72b-428d-865c-88fb06ab427a, 19, 1264, No update data, 9g3qx8sfr17h
Bird, MEX, 9637517c-22fa-4846-ac07-402269dd2a46, 39, 4676, No update data, 9g3qrnzdszxe
Bird, MEX, 947fead1-a903-4914-ae86-983e82c5f98d, 36, 4175, No update data, 9g3qrqdc800s
Bird, MEX, 7aca0c27-3de0-4a50-9f90-52d136689bac, 52, 6478, No update data, 9g3qrqt9j3xc
Bird, MEX, bafd3dc0-89a9-43ad-8a99-86734e5d9efa, 72, 10187, No update data, 9g3qrxshmwwk
Bird, MEX, b798e231-b948-45ea-a2b8-dac1a4f1379a, 75, 10112, No update data, 9g3qrwbbfy7q
Bird, MEX, 91973a36-c206-42f1-a80e-7efe917360f7, 100, 14863, No update data, 9g3qrnyv9vqw
Bird, MEX, 348f4420-ae35-401c-a3f7-812c8f464aa3, 98, 14529, No update data, 9g3qrnyvd39y
Bird, MEX, 567c27cc-345e-45cc-b851-dc0124400731, 96, 14195, No update data, 9g3qrnyv6fe4
Bird, MEX, fd3ab9b3-4b38-410f-b516-535b73eeb9d6, 65, 9018, No update data, 9g3qrwc4qspg
Bird, MEX, f06ac137-e533-41fb-9781-7f3450f64699, 72, 10187, No update data, 9g3qx9k8x7zq
Bird, MEX, 3f91e9c9-e6a7-4684-9ec3-d6e6cf4517f5, 69, 9164, No update data, 9g3qx9k8xfpe
Bird, MEX, a669a4ba-260d-4bff-a7bb-0e8ef1ad557e, 55, 7348, No update data, 9g3qx9kb8htf
Bird, MEX, 4c820451-bea0-4c9f-9460-7247cf804e36, 75, 10688, No update data, 9g3qx9kbcsdt
Bird, MEX, b30d88ef-6034-4fe9-b973-cbe0c3581df2, 74, 9954, No update data, 9g3qrpksjbun
Bird, MEX, 79927805-d1d6-420f-adcb-b527863dd1f9, 72, 9638, No update data, 9g3qrpkkycv9
Bird, MEX, 7e2f49bf-5b2d-4fe4-8353-686633d00891, 58, 7849, No update data, 9g3qrpks1n9c
Bird, MEX, 3dfb063a-4efd-44b5-b575-b65b257c8362, 44, 5511, No update data, 9g3qx0gnncvt
Bird, MEX, 91806657-771f-4d6e-a571-9dbd2d59f9ec, 76, 10270, No update data, 9g3qrny52kex
Bird, MEX, ac966d93-9b45-40e4-ac81-b5e5e5f6a588, 47, 6012, No update data, 9g3qx143q4zn
Bird, MEX, 9079ea92-905f-4567-87ee-90be907bb00b, 33, 3674, No update data, 9g3qx14w2syd
Bird, MEX, d00026bf-02c6-4516-8f3b-81c8ebc7434f, 46, 5530, No update data, 9g3qx14p2h82
Bird, MEX, bbace104-eff3-4c03-bda5-343f73729a64, 48, 6179, No update data, 9g3qrnec2t8t
Bird, MEX, 9bbeb02b-9158-4e74-a772-952eab6ebbf0, 43, 5344, No update data, 9g3qrq2q61kc
Bird, MEX, 464fbf87-e9e8-4333-8a87-bcc49404ce74, 51, 6680, No update data, 9g3qrq2tvevy
Bird, MEX, a03ff70b-ccb5-481b-98f9-c954654abf5e, 58, 7849, No update data, 9g3qrnkjnfmx
Bird, MEX, 01b7ec58-3b2c-4e63-92a8-96ded8287e0a, 49, 6346, No update data, 9g3qrnkjp07c
Bird, MEX, 64900049-d82d-4b79-80c1-497f2a82800c, 60, 8183, No update data, 9g3qrnkjn8fm
Bird, MEX, cabaa1e2-4119-44b6-9b6a-a3ac1899267d, 70, 9853, No update data, 9g3qrnkhztv4
Bird, MEX, c500f802-097d-426f-ae55-c75e2ee6e2fe, 52, 6478, No update data, 9g3qwcp8vq4q
Bird, MEX, a400cd1c-5554-49cf-82b2-f878087e964c, 49, 6004, No update data, 9g3qrnjvvph3
Bird, MEX, a08d79a0-d4fb-4f17-9e65-97787134b732, 61, 8350, No update data, 9g3qrnpy3b8m
Bird, MEX, 51b6fae2-9abe-43eb-8bdd-64a102f88ed7, 100, 14863, No update data, 9g3qrq6fczwt
Bird, MEX, 32950cc1-2268-4257-8682-24d21d100f24, 69, 9164, No update data, 9g3qx19q70qp
Bird, MEX, ceb1efff-ba7a-4a41-a15d-4ef11e428aa2, 100, 14863, No update data, 9g3qrq6ffhed
Bird, MEX, 9fb09c17-153f-4bd6-b3e3-e13690d0d213, 100, 14863, No update data, 9g3qrq6f9zwe
Bird, MEX, d6fa2153-459b-4d84-81bf-1b0f27f54f2a, 100, 14863, No update data, 9g3qrq6ff2cf
Bird, MEX, 0511a66a-088d-46fa-b93e-9a8961378bf2, 76, 10855, No update data, 9g3qrnherq8f
Bird, MEX, d2e32ddf-6b81-4149-9a41-691af5e910b6, 76, 10855, No update data, 9g3qrq7yh1g5
Bird, MEX, 8982a16f-d82e-43d1-8996-3bdcab38b278, 44, 5511, No update data, 9g3qrnp2h6y0
Bird, MEX, 56ec4e84-d943-4ddd-86e3-8730b43f7893, 47, 6012, No update data, 9g3qx4ht1g0q
Bird, MEX, e5fb8d80-9119-491d-a4fb-f3e167a24b85, 60, 7742, No update data, 9g3qrq4mf92n
Bird, MEX, 3d9bc11d-b350-40b4-a450-9ee464f0bbfc, 35, 4008, No update data, 9g3qrjzrce52
Bird, MEX, 0680262b-162f-4fb0-9d22-fa4c554e7774, 36, 4175, No update data, 9g3qrjzrdzgh
Bird, MEX, bd2ca199-6ff9-45fb-91f9-306e5653bf04, 74, 9954, No update data, 9g3qrn5e9n9v
Bird, MEX, 805fa8d2-d81e-4430-b759-84e652f7c3e3, 85, 11692, No update data, 9g3qrq4med18
Bird, MEX, 945f8bd5-d1ea-4342-8411-43d4fb0b85d6, 100, 14863, No update data, 9g3qrq16w2u2
Bird, MEX, da6c1af5-fc69-4da4-a009-9f4539394bfe, 100, 14863, No update data, 9g3qrq16kczt
Bird, MEX, 3c5b0b77-4dcf-4b54-8238-aefc30da0255, 100, 14863, No update data, 9g3qrq16q5c1
Bird, MEX, b1a8a411-6d3e-4ba5-911d-3761fea4776c, 100, 14863, No update data, 9g3qrq16qkkk
Bird, MEX, 953553fa-11b6-4c2a-8f0a-01f69842e572, 100, 14863, No update data, 9g3qrq16jqxb
Bird, MEX, bc95b9b5-41c7-44d4-ad12-b19bb6b4e9ca, 100, 14863, No update data, 9g3qrq16jmrb
Bird, MEX, 9e4373f7-a37b-4d3e-886f-7c63e66f7796, 52, 6847, No update data, 9g3qx4npgeps
Bird, MEX, 8e10d712-e483-4d8f-a251-715dfdca7e4b, 100, 14863, No update data, 9g3qrq16j6zb
Bird, MEX, 9aec7f11-8a83-43f7-997a-f95c37220979, 22, 1837, No update data, 9g3qx4npgyhx
Bird, MEX, 58dbbd23-4eec-4953-99db-6933198dbb41, 100, 14863, No update data, 9g3qrq16j8tg
Bird, MEX, c9d92d83-3dd6-46be-99e8-058dda8a313a, 52, 6847, No update data, 9g3qx4q0htsq
Bird, MEX, 35910ab0-fe48-4116-9314-b9fb8b5df114, 100, 14863, No update data, 9g3qrq721kj2
Bird, MEX, 628b7a95-08b4-4154-97f1-a599c38be21c, 100, 14863, No update data, 9g3qrq724s24
Bird, MEX, a31d0150-b375-4f11-94d7-7c1ed96323ba, 99, 14696, No update data, 9g3qrq5rfx01
Bird, MEX, 13557b8e-1aca-4c89-b2b7-fa709cb15ce3, 81, 11060, No update data, 9g3qrmbxdv55
Bird, MEX, ed7899c6-0139-40c0-b132-de0d41cd6dbb, 20, 1503, No update data, 9g3qwcxf3vy2
Bird, MEX, 783cf034-231a-45fe-b764-879a27a4212a, 72, 9638, No update data, 9g3qwcntg191
Bird, MEX, 79a9eb53-461d-4d34-bf4f-29b736b90438, 37, 4342, No update data, 9g3qwcxf3n9y
Bird, MEX, 995c12eb-7b80-424f-bc94-0aa37143488a, 74, 9954, No update data, 9g3qrq1c06g8
Bird, MEX, 743a2466-a2eb-4f93-9755-c155bb67b742, 43, 5056, No update data, 9g3qwcn5pycv
Bird, MEX, e9354fd2-a623-4bbb-a7cb-56c4b0a47d00, 85, 11692, No update data, 9g3qrmbjm9mc
Bird, MEX, e36ff547-5e96-4fde-928f-b48f0b999273, 90, 12482, No update data, 9g3qrmbhumnj
Bird, MEX, 91d04bc2-befc-45f5-b477-d2616591fe22, 64, 8374, No update data, 9g3qx1b2dqry
Bird, MEX, ba1fb538-8be6-46b3-8795-3c90b6df4aaf, 29, 3006, No update data, 9g3qrmbhwbmw
Bird, MEX, f8506f72-db8b-4b79-bc7d-566865601c38, 76, 10855, No update data, 9g3qrjv7ybt8
Bird, MEX, f537600f-29ea-486b-a2cd-6b6c7c60624a, 48, 5846, No update data, 9g3qwcrpgjq1
Bird, MEX, ec2bcd96-0308-4086-b91c-6aad42f8119a, 73, 9796, No update data, 9g3qrjv7wv0e
Bird, MEX, 0ad98c10-a6c3-41fa-8e43-620439567ada, 72, 9638, No update data, 9g3qrmb5gwxz
Bird, MEX, 17ed0e78-74de-4dcf-b444-566ca4385017, 100, 14863, No update data, 9g3qrmchv4hd
Bird, MEX, 7f16a8dd-77cf-4f47-be9d-d2b915edb004, 100, 14863, No update data, 9g3qrmchspxf
Bird, MEX, fa89cabd-5343-4d03-884d-bd43d1fa3b83, 87, 12008, No update data, 9g3qrjvf83et
Bird, MEX, ce0420fd-823a-4660-b0fa-7ef3d98ad7a0, 100, 14062, No update data, 9g3qrmchsv17
Bird, MEX, 1da1317a-664f-4c9a-9f05-f4007fedbfda, 82, 11218, No update data, 9g3qrq4cy2s2
Bird, MEX, 15816127-17a4-4072-95cb-9da9376fa417, 52, 6478, No update data, 9g3qrqhpj6zb
Bird, MEX, 52a17dc6-8be8-4801-9aa6-749374419580, 100, 14062, No update data, 9g3qrmch74w3
Bird, MEX, 8262909f-1c47-453d-b8c9-def4ae2c4816, 100, 14863, No update data, 9g3qrmchw0pk
Bird, MEX, 4f8488a5-d9f8-4ca2-9d18-5c5817efacbc, 57, 7268, No update data, 9g3qwcx78777
Bird, MEX, c7df90e9-de87-4ee5-8061-347b0445971f, 74, 9954, No update data, 9g3qrjgmu5fv
Bird, MEX, 016169ca-87fc-4266-a417-0648ae48d251, 67, 8848, No update data, 9g3qx8mg1w68
Bird, MEX, f115a284-baad-4c16-964e-a9b39465dc89, 55, 7348, No update data, 9g3qx8qsyqhy
Bird, MEX, d302be38-fdff-4efe-baeb-9b1e7f4e4cfb, 75, 10112, No update data, 9g3qx8wvk2qw
Bird, MEX, fb440229-33c3-4b36-a424-faddc8a4df7d, 84, 11534, No update data, 9g3qx8rfwxzz
Bird, MEX, ca246428-6107-42dd-b25a-e90c7f1cfece, 80, 10902, No update data, 9g3qx8rgpf4z
Bird, MEX, cdd1b4d6-0ca1-4d8d-999c-3d8afb3b197e, 76, 10855, No update data, 9g3qx8zx9nxx
Bird, MEX, 17209baa-c5c6-45fc-909b-f5c479dd44b9, 81, 11690, No update data, 9g3qrxq179wu
Bird, MEX, 84cb08c0-d190-4ad3-9fad-30b871c9e4c3, 58, 7426, No update data, 9g3qrxq15qec
Bird, MEX, 482ef0be-de36-4b95-959e-0d70d01c298c, 76, 10270, No update data, 9g3qrxq14tvm
Bird, MEX, 34167d83-910b-4f8b-a30c-bbd05cdbb9e6, 56, 7110, No update data, 9g3qrxq15h2e
Bird, MEX, 6457290a-59d5-4b1c-95cd-8104cd313ce1, 71, 10020, No update data, 9g3qrx5xt4uy
Bird, MEX, eab3f3be-dced-4b4d-8059-62e83c26d1a5, 70, 9853, No update data, 9g3qrwgzvtw2
Bird, MEX, e6991c30-59e6-46bc-8791-1e8d6fe2e474, 51, 6320, No update data, 9g3qrwunt37h
Bird, MEX, 8a7aa4c0-e198-4d2c-8fef-854c22a4b870, 70, 9853, No update data, 9g3qrwuq0m6c
Bird, MEX, 24dbe135-6b7b-4320-9259-7c8be77b7873, 96, 13430, No update data, 9g3qrwu0sv3t
Bird, MEX, 35e070ac-9622-4641-813a-d0aaf19ac27a, 55, 6952, No update data, 9g3qrwfujsq7
Bird, MEX, 70b8a409-77e9-454c-9e2a-126a3f5ac47f, 90, 13193, No update data, 9g3qrwu0egvh
Bird, MEX, 66949460-b4f8-4bf6-a1b1-2cc05315f3e1, 80, 10902, No update data, 9g3qrwtwxm9r
Bird, MEX, 65eccf86-62fe-4c17-8746-3361da669192, 35, 4008, No update data, 9g3qx9u80wr1
Bird, MEX, 5deeee98-cbdc-4351-9b4a-c381294c4aeb, 83, 11376, No update data, 9g3qrwg0ky39
Bird, MEX, f3b140c8-96c7-460c-ac98-8e99529a1ca4, 57, 7268, No update data, 9g3qrws5zzxt
Bird, MEX, 493453fe-d74f-4693-b501-444c72c9ee6e, 70, 9322, No update data, 9g3qrws6cyph
Bird, MEX, 2f2da968-e408-4128-8aa5-b48be50a1eed, 75, 10688, No update data, 9g3qrwt3e02w
Bird, MEX, 41023337-587c-4d84-863e-1befa510e756, 69, 9686, No update data, 9g3qx9g7yedz
Bird, MEX, a885edd3-0daf-429d-a8f5-ac4968040ff8, 43, 5056, No update data, 9g3qrwt0vs84
Bird, MEX, 5748cb6a-0ed4-4dbc-a4f0-c578b24298e9, 55, 7348, No update data, 9g3qrwdw1zqy
Bird, MEX, f18fb170-49ec-440c-a28f-af9aac225966, 26, 2505, No update data, 9g3qrwcd1x5s
Bird, MEX, 0c669069-5a4c-4d09-bb6a-c98b52ff5dcc, 60, 7742, No update data, 9g3qxc9z8d15
Bird, MEX, b5668023-e8a8-4a49-9510-c935d1231af7, 49, 6004, No update data, 9g3qxcdsztut
Bird, MEX, bd95dea8-5d9b-4e8a-8369-c5450f8cab3d, 48, 5846, No update data, 9g3qrwd6zrr7
Bird, MEX, ea44f93b-a366-46d8-a39a-5340d6b35fe7, 78, 11189, No update data, 9g3qrwmt14pm
Bird, MEX, e375cc0b-9751-46af-8509-e87862cb5ec5, 67, 9352, No update data, 9g3qxdn4detm
Bird, MEX, 53526e0b-f5b9-44fe-a5b8-211b9fe1da62, 61, 8350, No update data, 9g3qxdjfwkut
Bird, MEX, a019efe0-7b0c-42df-81ce-27cb3bbf8887, 67, 9352, No update data, 9g3qxcdymx8k
Bird, MEX, bd9dac88-d4ac-4027-a455-0367d7549bbd, 66, 8690, No update data, 9g3qxcdygvm3
Bird, MEX, 42c7bfd2-e735-4082-9923-729e89516f8d, 82, 11857, No update data, 9g3qrwd0uyry
Bird, MEX, e6731a04-7cfa-464a-83d9-e60fc779ee55, 67, 9352, No update data, 9g3qrw7egpwv
Bird, MEX, 95f93bd0-251c-43f0-b577-da65dea0413e, 84, 11534, No update data, 9g3qrwkd3dd9
Bird, MEX, 9a99d77d-f14d-42d3-9d44-0ac36724e01a, 47, 5688, No update data, 9g3qxdpj3u8c
Bird, MEX, 972f584f-64da-44c0-90ca-3c75a7b21355, 46, 5845, No update data, 9g3qxf116u4x
Bird, MEX, 494ed1ab-8a6b-43a9-9834-475feb818965, 65, 9018, No update data, 9g3qrw6snbq1
Bird, MEX, 6b2b615d-26f7-4a7e-84df-c22879766f00, 85, 12358, No update data, 9g3qrw92q5rx
Bird, MEX, 6da49b1c-d05c-44cd-882b-aeb7d85868b9, 97, 13588, No update data, 9g3qrw92jz7n
Bird, MEX, 95961103-a651-49a2-b016-137500350fec, 65, 9018, No update data, 9g3qrw3rcxgx
Bird, MEX, 9b0519bf-5230-4016-ae93-1bf4b60f8ccd, 84, 12191, No update data, 9g3qrw920d2z
Bird, MEX, ca6a9cdf-af07-40fa-a73c-36281c06e5ee, 37, 4342, No update data, 9g3qxdk3zcfs
Bird, MEX, 6a00610f-7d20-435e-9eda-3cddc175382b, 31, 3340, No update data, 9g3qxdk9bw91
Bird, MEX, a7372ee7-1be5-4f85-b973-854544ad8d00, 53, 7014, No update data, 9g3qrw2n1prq
Bird, MEX, 3e10586f-1ae2-400d-ad9b-dc60d9fb6563, 83, 12024, No update data, 9g3qrtvr2ck1
Bird, MEX, 41f60b01-acaf-4a7a-8365-756962eb4f77, 49, 6346, No update data, 9g3qrqrvy2s9
Bird, MEX, fd5080da-f797-411e-b353-b7bd956aac56, 60, 7742, No update data, 9g3qxf5gvww9
Bird, MEX, f8257e9a-4629-4e7c-bd78-33656a5ec7fe, 33, 3674, No update data, 9g3qxf6gr3wr
Bird, MEX, b41562ca-ae99-4cd5-b62c-ba2d5e05a852, 45, 5678, No update data, 9g3qxf75qksc
Bird, MEX, 1f29756a-62e1-4a18-845f-8932c3b864d2, 51, 6320, No update data, 9g3qrqpse5ye
Bird, MEX, 456ef646-659b-4966-abb5-b05ca37c3993, 62, 8058, No update data, 9g3qrqmu23gv
Bird, MEX, 60f2cd3f-ec0f-46b2-9f39-3cfd990628c4, 65, 8532, No update data, 9g3qrtc44y7r
Bird, MEX, b6123ec4-7483-4f26-b767-9489f4504090, 70, 9322, No update data, 9g3qxcyw69je
Bird, MEX, b5ffd8c4-d5aa-4583-9fbe-f044ee8b974b, 52, 6847, No update data, 9g3qrqnngtzc
Bird, MEX, 6c21fc75-41e9-424c-b17f-f78201c4825e, 47, 6012, No update data, 9g3qrqnnm0ux
Bird, MEX, 7309ac2d-68ee-45ee-947f-f6d3b36a8907, 70, 9853, No update data, 9g3qxczt06e4
Bird, MEX, eecbbe40-223b-41b0-a8d2-12b4af6d0ae3, 49, 6346, No update data, 9g3qrqm41mt6
Bird, MEX, dc6431f0-bc78-4195-ba14-c5302aba3ee5, 48, 6179, No update data, 9g3qrqjmwnr7
Bird, MEX, 21b199c7-7b9f-4947-8256-d27fca698706, 99, 14696, No update data, 9g3qrqkbcbny
Bird, MEX, 0cf2fd66-b439-4624-9d9c-aa8d0078e893, 100, 14863, No update data, 9g3qrqkb9mtr
Bird, MEX, 1d0a851e-542b-45bd-9195-18ad1eda0dfb, 100, 14863, No update data, 9g3qrqkb9m8r
Bird, MEX, 35f2ae12-56b2-4f2d-b62f-3ac5b77247f5, 100, 14863, No update data, 9g3qrqkb9m07
Bird, MEX, 78efd27e-db9c-4051-a5d9-75965c463166, 100, 14863, No update data, 9g3qrqkb97b7
Bird, MEX, f480ad28-35cc-48d7-89ec-883248282267, 75, 10688, No update data, 9g3qrmy9tk6z
Bird, MEX, 3b9fe417-8a07-4741-b921-e6417a3ce5de, 74, 10521, No update data, 9g3qrmy9mqfu
Bird, MEX, f47489b1-bbfd-4034-97ee-82d5968f40d0, 48, 6179, No update data, 9g3qx4erpq2d
Bird, MEX, 8fdd1e0b-6739-487c-ae5a-2be6eaa53068, 30, 3173, No update data, 9g3qx4dxfbgp
Bird, MEX, 89d01193-f1d3-48af-b9b8-e5851a1d80ea, 47, 6012, No update data, 9g3qwcyy349t
Bird, MEX, 45001b0a-7331-4f85-8447-9b59268f5ddc, 87, 12692, No update data, 9g3qwcwetwjs
Bird, MEX, 495189c9-5a3b-441d-b991-12e25110a947, 79, 11356, No update data, 9g3qrqhdxrx4
Bird, MEX, b2c2f8e9-d9b8-4e96-a2bb-deb5e5fb8e9e, 99, 14696, No update data, 9g3qrqh9qppq
Bird, MEX, 2f57dc53-a633-49bc-b255-33823719e1de, 100, 14863, No update data, 9g3qrqh9qkkk
Bird, MEX, cee43c6f-d876-48c5-96af-dfdd401d021c, 100, 14863, No update data, 9g3qrqh9q7u3
Bird, MEX, 2558580d-3ab6-4919-b610-5793af9d1f7f, 100, 14863, No update data, 9g3qrqh9nxjz
Bird, MEX, c001040b-ebc9-4757-9f6b-5e4da40cba04, 22, 1837, No update data, 9g3qrqh8qbvz
Bird, MEX, 69b747ac-6e27-463e-b0aa-7adf4132d104, 70, 9322, No update data, 9g3qrqh574w9
Bird, MEX, 840575bb-fadf-4d75-bb23-48a153606ade, 56, 7515, No update data, 9g3qrq5cfdtn
Bird, MEX, 11c92b8a-3155-46f7-ba2e-fab4032098cd, 78, 11189, No update data, 9g3qrmxmdsmp
Bird, MEX, a2ae44e2-b2c4-4fc7-8689-da2b36e64f25, 46, 5530, No update data, 9g3qrmtzv2xb
Bird, MEX, 98b67bec-6f20-47fb-8ce1-b62a789f6c53, 38, 4509, No update data, 9g3qrmv2uf9t
Bird, MEX, f4bd15bc-9bdc-4e6a-ac03-024d949e2f34, 42, 5177, No update data, 9g3qrmu49pfh
Bird, MEX, f95fefb0-fb36-45b9-98b9-c0816331016e, 99, 14696, No update data, 9g3qrmgg7m52
Bird, MEX, 9d49da80-8494-4628-b98e-463bb56a73fa, 100, 14863, No update data, 9g3qrmgghheh
Bird, MEX, a520cb68-e985-466f-9e64-7b60034d01f9, 100, 14863, No update data, 9g3qrmgg71we
Bird, MEX, bd4c2e02-6a2a-4387-b4fb-c7c97dfd6ef2, 99, 14696, No update data, 9g3qrmgg70br
Bird, MEX, 2c8568c4-a4af-4c48-8d0e-9d74cd3a2c4f, 40, 4843, No update data, 9g3qrq510188
Bird, MEX, 45f26362-86ab-4444-9e12-1d6a3f756182, 52, 6478, No update data, 9g3qrmqz77g8
Bird, MEX, c6a625f5-a837-4a2f-ab07-676dba04bc20, 88, 12166, No update data, 9g3qrmfz3d5x
Bird, MEX, da89298c-acba-4b67-8ae3-ea3f7c72e7fe, 54, 7181, No update data, 9g3qrmg2zshp
Bird, MEX, 31647e60-3725-4d1e-8600-f7b88cd51901, 100, 14863, No update data, 9g3qrmfx471f
Bird, MEX, 7f060e13-d3c7-4836-92e0-bb6893a66e0b, 98, 14529, No update data, 9g3qrmfx1bwe
Bird, MEX, bb784220-9372-4533-8166-ea8eaa2730e2, 99, 14696, No update data, 9g3qrmfwczqe
Bird, MEX, c7a05636-7fe4-40ac-8a0c-2e3594a3d2d4, 100, 14863, No update data, 9g3qrmfx1879
Bird, MEX, 41e2f260-8e3b-4aa3-af7e-1a920f248667, 100, 14863, No update data, 9g3qrmfwcy8r
Bird, MEX, 5f77cd23-2b39-446b-a625-741f0fcc905c, 100, 14863, No update data, 9g3qrmshtck7
Bird, MEX, ca16afad-fb5f-4e4a-82a5-b2cd4fa2a4c2, 100, 14863, No update data, 9g3qrmshmnsd
Bird, MEX, 9dd2950e-bd9c-442e-b074-2eb8848634e0, 99, 14696, No update data, 9g3qrmshmkru
Bird, MEX, e8dc60fe-4f60-4ecf-a47d-aa6a5e96bf58, 100, 14863, No update data, 9g3qrmshmeqn
Bird, MEX, cc462f40-4041-4340-9bd5-2c132679727d, 79, 10744, No update data, 9g3qrmsh79zu
Bird, MEX, d823e16b-1506-4abe-9ed1-3c25c5928fe6, 100, 14863, No update data, 9g3qrmetb8yf
Bird, MEX, 50a02345-f7f6-4a16-8457-f209bcf11821, 87, 12692, No update data, 9g3qrmmtw1xt
Bird, MEX, 2aa9938d-9762-46cd-907b-99fc39cde8f1, 87, 12692, No update data, 9g3qrmmttfk3
Bird, MEX, 6980b4b4-8730-43bf-9d53-d4a35ac68da0, 100, 14863, No update data, 9g3qrmemxy66
Bird, MEX, fcd8c44b-d018-4f68-93a0-8e16c95456f4, 100, 14863, No update data, 9g3qrmet827v
Bird, MEX, dbd596a3-c2cb-470e-bff0-6d16ab465e61, 74, 9954, No update data, 9g3qrmmt7186
Bird, MEX, a4f115d0-7b4e-4d1a-84c2-291770ddb589, 71, 10020, No update data, 9g3qrmmmsc19
Bird, MEX, c7ba67c8-b6b4-4cb8-a47a-a5f36c3fb5af, 100, 14863, No update data, 9g3qrmemf63g
Bird, MEX, 645c67c8-c707-4a25-84fb-fa19ad3f0d35, 97, 14362, No update data, 9g3qrmemf4gx
Bird, MEX, 7265f7a5-3f61-417f-b76e-e33440908a0c, 100, 14863, No update data, 9g3qrmemdwm4
Bird, MEX, fb40af1e-dbca-46a5-a8fa-cc920b4ea833, 100, 14863, No update data, 9g3qrmemf05w
Bird, MEX, 6bd55745-5ba8-49cd-a3bb-1aad160c9f61, 85, 12358, No update data, 9g3qrmen7fsb
Bird, MEX, 6be38835-823f-461d-b83a-3ec11c8907ca, 94, 13114, No update data, 9g3qrmen7dpy
Bird, MEX, 31b0f07e-9069-4772-b174-d83fa0c7e7ed, 58, 7849, No update data, 9g3qrmenhssk
Bird, MEX, f872bb82-57f8-4f7e-8e26-a24697c65768, 51, 6320, No update data, 9g3qrmen78zz
Bird, MEX, 7e4ed2c7-bac4-4cca-8964-587f87a265b8, 76, 10855, No update data, 9g3qrmen5ny3
Bird, MEX, d5584232-d9d5-4c71-97c1-922c49cc8d37, 100, 14863, No update data, 9g3qrme4txq0
Bird, MEX, 462fb74b-0b42-4697-beec-dbd0fba8a31b, 100, 14863, No update data, 9g3qrme4w4zm
Bird, MEX, 44d07070-b3ad-4878-afb9-e82209367756, 100, 14863, No update data, 9g3qrme4t6xg
Bird, MEX, d9d61283-52ce-4279-952d-dc5e36460dc2, 100, 14863, No update data, 9g3qrme4sv3k
Bird, MEX, 942db6cf-2f99-43d3-8b54-fa6f4fc34797, 33, 3674, No update data, 9g3qrmkevmrz
Bird, MEX, 205fd416-eb57-4cf8-89e0-0dd3866830e9, 43, 5056, No update data, 9g3qwcw8hupk
Bird, MEX, 40202623-b5a2-4a23-9245-5d77234156c3, 17, 1002, No update data, 9g3qwcw9t66m
Bird, MEX, 0e4483fb-be13-4de5-bd9c-ede25ca55487, 61, 8350, No update data, 9g3qwcjrn044
Bird, MEX, d19d494e-50d9-4ff4-a98b-ea4f43d9bab1, 60, 7742, No update data, 9g3qwbu970qn
Bird, MEX, b7650dde-7644-4487-8a03-a7ff161dde2f, 63, 8684, No update data, 9g3qwckf4k17
Bird, MEX, c84e1948-0699-4ac5-be9a-855d040d281e, 83, 11376, No update data, 9g3qwcuf7w9n
Bird, MEX, aa5321b1-1efd-455a-8c83-42f91df3d624, 37, 4342, No update data, 9g3qwcs1qgt6
Bird, MEX, b715bb5d-f5b8-43aa-86e7-9a71ccdbe1ee, 31, 3340, No update data, 9g3qwcuysk8g
Bird, MEX, 4fce7ccd-bff9-4a2f-9b3f-5c9dddb95b29, 30, 3173, No update data, 9g3qwc5nyjcu
Bird, MEX, c86b49a9-4ff1-44b6-a8d5-e4a14b457658, 79, 11356, No update data, 9g3qwc4frrwe
Bird, MEX, cae93ade-b525-4982-b665-f6757d602ca0, 26, 2505, No update data, 9g3qwfmyxr1g
Bird, MEX, c4fba44c-132d-40c2-ad6f-32d26046e738, 80, 11523, No update data, 9g3qwbddkzr0
Bird, MEX, f53339b0-b9a9-4930-9c1e-a8a85f36c3d0, 38, 4509, No update data, 9g3qwfmkmv5v
Bird, MEX, 3d7557e4-39aa-40d7-b752-7adeb05d778d, 69, 9686, No update data, 9g3qwbf3gdz3
Bird, MEX, 9d3357b1-1b55-4c62-8d0e-2620d0326853, 44, 5214, No update data, 9g3qwbfr621k
Bird, MEX, 6ab48b99-c3f1-483f-8f83-a5de55496c4d, 28, 2686, No update data, 9g3qwcgkb1yk
Bird, MEX, 6162586b-15fb-4ac2-a442-5b73b88b4543, 53, 6636, No update data, 9g3qwft0bysd
Bird, MEX, 9a3080b8-8db6-464e-8846-1d74c97ec95a, 47, 6012, No update data, 9g3qwc6j9n1s
Bird, MEX, 22f0b1de-b7be-4b74-ba66-30b89afe419b, 44, 5511, No update data, 9g3qwb3vx456
Bird, MEX, fc234bf1-4e8f-4447-b7a5-1487db08303d, 62, 8517, No update data, 9g3qwb3vtx09
Bird, MEX, 2c2a29a7-1579-4a8d-90b6-fd90a304e283, 82, 11218, No update data, 9g3qwbcttfew
Bird, MEX, 41a9821f-925d-4d61-9045-4b1e4f3c97a0, 76, 10855, No update data, 9g3qwb3vf0um
